county_name,state_code,total_quakes,avg_mag,max_mag,severe_quakes
Ferry County,WA,59,1.4766101694915255,2.17,0
Pierce County,NE,1,2.7,2.7,0
Broadwater County,MT,756,1.5282539682539682,4.1,0
Grant County,KS,0,0,0,0
Kingman County,KS,705,2.1348510638297835,4.3,0
Grant County,OR,2,1.9050000000000002,2.0100000000000002,0
Van Buren County,IA,0,0,0,0
East Carroll Parish,LA,0,0,0,0
Dallam County,TX,1,2.8,2.8,0
Fall River County,SD,5,3.12,4,0
Newton County,AR,11,2.4263636363636363,3.4,0
Beaver County,UT,901,1.4552164261931193,3.93,0
Jefferson County,NE,0,0,0,0
Shannon County,MO,4,2.5075,3.16,0
Jefferson County,MS,0,0,0,0
Caribou County,ID,2596,2.0521879815100172,5.3,3
Goliad County,TX,24,2.0749999999999997,3.9,0
Bailey County,TX,0,0,0,0
Pocahontas County,IA,1,2.7,2.7,0
Nemaha County,NE,2,3.55,3.6,0
Powell County,MT,2811,1.5224902170046262,5.8,2
Union County,IN,0,0,0,0
Bon Homme County,SD,2,2.8,3.1,0
Kit Carson County,CO,0,0,0,0
Blaine County,MT,0,0,0,0
Brooks County,TX,0,0,0,0
Swisher County,TX,0,0,0,0
Tillman County,OK,2,1.355,1.65,0
Chugach Census Area,AK,916,1.494650655021834,4.1,0
Wabaunsee County,KS,0,0,0,0
Huerfano County,CO,87,1.6425287356321843,3.5,0
La Salle County,TX,95,1.9663157894736851,2.9,0
Ida County,IA,0,0,0,0
Southeast Fairbanks Census Area,AK,8,1.2374999999999998,1.5,0
Weston County,WY,37,2.9783783783783786,3.5,0
Schuyler County,IL,0,0,0,0
Hancock County,TN,61,2.1091803278688523,3.1,0
Pembina County,ND,0,0,0,0
Forest County,PA,2,2.215,2.3,0
Childress County,TX,2,2.85,3.1,0
Burt County,NE,0,0,0,0
Clinch County,GA,0,0,0,0
Russell County,KS,8,2.8125,3,0
Tucker County,WV,0,0,0,0
Galax City,VA,85,1.9524705882352948,5.1,1
Kearney County,NE,0,0,0,0
Lac qui Parle County,MN,0,0,0,0
Refugio County,TX,0,0,0,0
Lake County,TN,5401,1.6429679688946603,4,0
Charles City County,VA,0,0,0,0
Monroe County,AR,7,2.068571428571429,2.4,0
Clark County,MO,0,0,0,0
King and Queen County,VA,0,0,0,0
Thurston County,NE,0,0,0,0
Buena Vista City,VA,0,0,0,0
Moore County,TN,12,2.1841666666666666,2.77,0
Fremont County,IA,1,3.5,3.5,0
Surry County,VA,0,0,0,0
Bear Lake County,ID,2331,1.9677649077649069,5,1
Rio Blanco County,CO,14,2.7642857142857147,4.1,0
Wayne County,IA,0,0,0,0
Saguache County,CO,1,1.4,1.4,0
Pershing County,NV,98,1.778673469387755,3.7,0
Howard County,NE,1,3.3,3.3,0
Wolfe County,KY,3,2.11,2.33,0
Fulton County,KY,2946,1.6562287847929444,4,0
Wilkin County,MN,0,0,0,0
Norman County,MN,0,0,0,0
Bottineau County,ND,0,0,0,0
Treutlen County,GA,0,0,0,0
Moody County,SD,0,0,0,0
Ellsworth County,KS,0,0,0,0
Dallas County,AR,4,2.3674999999999997,2.93,0
Luce County,MI,0,0,0,0
Brown County,IL,0,0,0,0
Antelope County,NE,1,2.7,2.7,0
Van Buren County,TN,47,1.89468085106383,3.5,0
Teton County,MT,6,1.4666666666666668,1.98,0
Hamlin County,SD,0,0,0,0
Henderson County,IL,0,0,0,0
Spink County,SD,0,0,0,0
Randolph County,GA,0,0,0,0
Gentry County,MO,0,0,0,0
Pawnee County,KS,0,0,0,0
Lafayette County,AR,0,0,0,0
Bland County,VA,14,2.4185714285714286,2.8,0
Menifee County,KY,5,2.184,2.3,0
Iron County,WI,0,0,0,0
Calhoun County,WV,16,2.6443749999999997,3.4,0
Woodruff County,AR,12,2.1391666666666667,2.6,0
Edwards County,IL,59,2.388305084745762,5.2,1
Osceola County,IA,0,0,0,0
Pendleton County,WV,0,0,0,0
Grant County,MN,1,2.5,2.5,0
Clay County,NE,1,2.8,2.8,0
Reynolds County,MO,7,2.31,3.16,0
Presidio County,TX,1,2.5,2.5,0
Pondera County,MT,7,2.662857142857143,3.5,0
Shelby County,MO,2,2.5999999999999996,2.9,0
Ohio County,IN,1,2.19,2.19,0
Essex County,VT,4,1.6375,2,0
Greenwood County,KS,0,0,0,0
Cumberland County,KY,1,2.4,2.4,0
Sherman County,KS,0,0,0,0
Quitman County,MS,3,2.3733333333333335,2.8,0
Sullivan County,MO,0,0,0,0
Taylor County,IA,0,0,0,0
Chouteau County,MT,2,1.46,1.56,0
Gilpin County,CO,2,2.35,2.5,0
Miller County,GA,0,0,0,0
Ontonagon County,MI,0,0,0,0
Benson County,ND,0,0,0,0
Sullivan County,PA,2,2.19,2.8,0
Stanton County,NE,0,0,0,0
San Saba County,TX,0,0,0,0
Carson County,TX,30,2.4366666666666665,3.7,0
Ottawa County,KS,23,2.8356521739130436,4,0
Mitchell County,KS,56,2.7642857142857147,3.7,0
Talbot County,GA,1,2.1,2.1,0
Lander County,NV,116,2.022413793103448,3.5,0
Crowley County,CO,4,2.2249999999999996,2.5,0
McCook County,SD,1,2.7,2.7,0
Prince of Wales-Hyder Census Area,AK,0,0,0,0
Gray County,KS,0,0,0,0
Alfalfa County,OK,1972,2.409087221095333,4.7,0
Covington City,VA,2,2.515,2.7,0
Lynn County,TX,1,2.1,2.1,0
Ransom County,ND,0,0,0,0
Cook County,MN,0,0,0,0
Emporia City,VA,0,0,0,0
Audubon County,IA,0,0,0,0
Tripp County,SD,0,0,0,0
Putnam County,IL,1,3.6,3.6,0
Lincoln County,MN,0,0,0,0
Dixon County,NE,0,0,0,0
Lincoln County,CO,0,0,0,0
Fillmore County,NE,0,0,0,0
Calhoun County,GA,0,0,0,0
Bent County,CO,1,1.7,1.7,0
Washington County,KS,0,0,0,0
Greer County,OK,1,1.88,1.88,0
Cotton County,OK,4,2.0975,2.62,0
Cherry County,NE,2,2.9000000000000004,3.2,0
Day County,SD,0,0,0,0
Harper County,KS,3922,2.0497501274859915,4.3,0
Garza County,TX,3,2.533333333333333,3.1,0
Norton County,KS,3,2.9,3.3,0
Haskell County,TX,0,0,0,0
Morris County,KS,48,2.7104166666666667,3.8,0
Jefferson County,OK,92,2.1103260869565217,3.5,0
Mahnomen County,MN,0,0,0,0
Boone County,NE,1,2.7,2.7,0
Delta County,TX,0,0,0,0
Stark County,IL,0,0,0,0
Hartley County,TX,6,2.8333333333333335,3.3,0
Walworth County,SD,1,3.2,3.2,0
Floyd County,TX,0,0,0,0
Lincoln County,ID,0,0,0,0
Coal County,OK,324,1.7300925925925934,4.1,0
Yukon-Koyukuk Census Area,AK,700,1.4872857142857148,5.1,1
Carter County,MO,33,2.5627272727272725,4,0
McHenry County,ND,0,0,0,0
Johnson County,NE,2,3.25,3.6,0
Brule County,SD,2,2.75,3,0
Dewey County,SD,0,0,0,0
Martin County,TX,2293,1.6510063053842101,5.2,2
Cameron Parish,LA,0,0,0,0
Atchison County,MO,2,3.55,3.6,0
Stevens County,KS,0,0,0,0
Kingsbury County,SD,1,3.1,3.1,0
Polk County,NE,0,0,0,0
Hansford County,TX,0,0,0,0
Aleutians West Census Area,AK,0,0,0,0
Warren County,GA,19,2.289473684210526,3.5,0
Garfield County,UT,120,1.908,3.92,0
Big Stone County,MN,0,0,0,0
Wirt County,WV,4,2.4775,2.8,0
Hamilton County,NY,23,1.776086956521739,3.8,0
Pulaski County,IL,73,2.401780821917808,4,0
Custer County,CO,13,1.4846153846153847,2.5,0
Crosby County,TX,0,0,0,0
Scott County,KS,0,0,0,0
Musselshell County,MT,0,0,0,0
Pickett County,TN,2,2.45,2.5,0
Sheridan County,NE,0,0,0,0
Alexander County,IL,82,2.291585365853659,3.9,0
Beaver County,OK,3,2.1433333333333335,2.45,0
Toole County,MT,11,1.6890909090909092,2.47,0
Ouray County,CO,8,2.0875,3.3,0
Stewart County,GA,0,0,0,0
Dickey County,ND,0,0,0,0
Thayer County,NE,0,0,0,0
Wheeler County,TX,11,2.6636363636363636,3.5,0
Craig County,VA,11,2.2645454545454546,3,0
Phillips County,KS,6,2.75,3.4,0
Rooks County,KS,47,2.7744680851063825,4.6,0
Gallatin County,IL,5,2.8240000000000003,3.6,0
Scott County,IL,0,0,0,0
Washington County,CO,0,0,0,0
Jim Hogg County,TX,0,0,0,0
Mineral County,MT,22,1.435,2.6,0
Dillingham Census Area,AK,10,2.2600000000000002,3.3,0
Carlisle County,KY,92,2.3834782608695653,4,0
Calhoun County,AR,1,3,3,0
Scotland County,MO,0,0,0,0
Oneida County,ID,759,1.4884321475625821,3.63,0
Putnam County,MO,0,0,0,0
Ringgold County,IA,0,0,0,0
Republic County,KS,17,2.7764705882352945,3.6,0
Hyde County,NC,0,0,0,0
Crane County,TX,15,1.4199999999999997,2,0
Hot Springs County,WY,18,2.6588888888888884,3.5,0
Florence County,WI,0,0,0,0
Furnas County,NE,3,2.9333333333333336,3.3,0
Adams County,ID,96,2.0660416666666666,3.5,0
Wahkiakum County,WA,442,1.5157692307692299,2.95,0
Mineral County,NV,7456,1.5004667381974393,4.6,0
Morrill County,NE,0,0,0,0
Schley County,GA,0,0,0,0
Mills County,TX,0,0,0,0
Phillips County,CO,0,0,0,0
Cameron County,PA,0,0,0,0
Hickman County,KY,80,2.36375,4,0
Lincoln County,NV,1002,1.6140618762475063,3.8,0
Dewey County,OK,198,2.1094949494949504,3.4,0
Custer County,ID,1256,1.9872770700636904,5,1
Calhoun County,IL,1,2.57,2.57,0
Guadalupe County,NM,0,0,0,0
Marshall County,SD,0,0,0,0
Kimble County,TX,0,0,0,0
Deuel County,SD,0,0,0,0
Menominee County,WI,0,0,0,0
Holt County,MO,0,0,0,0
Phillips County,MT,2,2.48,2.7,0
Mora County,NM,2,2.55,2.7,0
Kittson County,MN,0,0,0,0
Barber County,KS,36,2.08,4,0
Storey County,NV,7762,1.399375161040995,5.1,1
Grant County,OK,5215,2.2171294343240837,4.7,0
Bath County,VA,3,2.283333333333333,2.43,0
LaMoure County,ND,0,0,0,0
Hidalgo County,NM,8,2.9500000000000006,3.6,0
Valley County,NE,1,3.3,3.3,0
Nuckolls County,NE,18,2.9,3.8,0
Schuyler County,MO,0,0,0,0
Dunn County,ND,0,0,0,0
Union County,NM,4,3,3.8,0
Edmunds County,SD,0,0,0,0
Owsley County,KY,10,2.316,2.9,0
Stafford County,KS,0,0,0,0
Columbia County,WA,94,1.8873404255319155,2.6,0
Gregory County,SD,1,2.5,2.5,0
Tensas Parish,LA,0,0,0,0
Pierce County,ND,0,0,0,0
Mason County,TX,0,0,0,0
Meade County,KS,4,2.0700000000000003,2.45,0
Wells County,ND,1,2.6,2.6,0
Red Lake County,MN,0,0,0,0
Kearny County,KS,0,0,0,0
Clark County,SD,0,0,0,0
Corson County,SD,0,0,0,0
Sharkey County,MS,1,3.7,3.7,0
Sargent County,ND,0,0,0,0
Lake of the Woods County,MN,0,0,0,0
Sioux County,ND,0,0,0,0
Knox County,MO,0,0,0,0
Pope County,IL,12,2.4308333333333327,3.1,0
Lyman County,SD,0,0,0,0
Ellis County,OK,3,2.5833333333333335,4.05,0
Sweet Grass County,MT,14,1.820714285714286,3.7,0
Echols County,GA,0,0,0,0
Haskell County,KS,0,0,0,0
Catron County,NM,1,2.5,2.5,0
Sheridan County,MT,0,0,0,0
Cavalier County,ND,0,0,0,0
Fisher County,TX,687,2.03501309402911,5.1,1
Lewis County,ID,18,2.1633333333333327,2.9,0
Adams County,IA,0,0,0,0
Chase County,NE,0,0,0,0
Hardin County,IL,4,2.7725,3.6,0
Norton City,VA,8,2.43875,3.1,0
Smith County,KS,32,2.7125,3.5,0
Costilla County,CO,28,1.8785714285714286,3.5,0
Hardeman County,TX,0,0,0,0
Mercer County,MO,0,0,0,0
Osborne County,KS,23,2.743478260869566,3.7,0
Hanson County,SD,0,0,0,0
Baylor County,TX,0,0,0,0
Baca County,CO,5,1.8800000000000001,3.7,0
Aleutians East Borough,AK,860,2.186965116279072,4.8,0
Granite County,MT,117,1.5614529914529918,4,0
Petersburg Borough,AK,68,1.9955882352941179,3.5,0
Webster County,NE,20,2.895,3.8,0
Roger Mills County,OK,3,2.41,2.87,0
Tyrrell County,NC,0,0,0,0
Foster County,ND,0,0,0,0
Chautauqua County,KS,1,2.09,2.09,0
Bennett County,SD,3,3.1,4,0
Kimball County,NE,0,0,0,0
Nance County,NE,0,0,0,0
Hudspeth County,TX,2,2.7,3.1,0
Knox County,TX,0,0,0,0
Coke County,TX,2,2.8,3.3,0
Hemphill County,TX,8,2.6874999999999996,3.5,0
Sutton County,TX,0,0,0,0
Concho County,TX,0,0,0,0
Traverse County,MN,0,0,0,0
Donley County,TX,2,1.8,2,0
Emmons County,ND,0,0,0,0
Reagan County,TX,12,1.7083333333333333,3.2,0
Harper County,OK,109,2.1499082568807326,3.2,0
Upton County,TX,45,1.406666666666667,2,0
Shackelford County,TX,0,0,0,0
Kinney County,TX,0,0,0,0
Woodson County,KS,0,0,0,0
Perkins County,SD,0,0,0,0
Hand County,SD,1,3.5,3.5,0
Nelson County,ND,0,0,0,0
Stanley County,SD,2,3.5,3.7,0
Harlan County,NE,0,0,0,0
Sherman County,NE,0,0,0,0
Lipscomb County,TX,7,2.5928571428571425,4.05,0
Rush County,KS,0,0,0,0
Bowman County,ND,0,0,0,0
Lincoln County,KS,1,2.6,2.6,0
Glascock County,GA,5,2.478,2.7,0
Jewell County,KS,91,2.789010989010988,3.8,0
Crockett County,TX,0,0,0,0
Franklin County,NE,1,2.6,2.6,0
Clay County,GA,0,0,0,0
Perkins County,NE,0,0,0,0
Baker County,GA,0,0,0,0
Hall County,TX,1,2.6,2.6,0
Jackson County,SD,0,0,0,0
Douglas County,SD,0,0,0,0
Real County,TX,0,0,0,0
Fallon County,MT,0,0,0,0
Edwards County,KS,1,2.6,2.6,0
Gove County,KS,0,0,0,0
Trego County,KS,14,2.8000000000000003,3.3,0
Decatur County,KS,2,3.05,3.3,0
Brown County,NE,1,2.9,2.9,0
Collingsworth County,TX,1,2.6,2.6,0
Sierra County,CA,2634,1.5222057706909609,5.2,1
Logan County,KS,0,0,0,0
Ness County,KS,0,0,0,0
Butte County,ID,0,0,0,0
Morton County,KS,0,0,0,0
Cheyenne County,KS,0,0,0,0
Copper River Census Area,AK,356,1.372668539325842,2.7,0
Hitchcock County,NE,0,0,0,0
Rich County,UT,420,1.5851904761904747,4.89,0
Chase County,KS,33,2.6,3.8,0
Aurora County,SD,2,2.5,2.5,0
Frontier County,NE,1,3,3,0
Wayne County,UT,153,1.8088888888888892,3.92,0
Pawnee County,NE,1,2.9,2.9,0
Rawlins County,KS,0,0,0,0
Cochran County,TX,0,0,0,0
McIntosh County,ND,0,0,0,0
Hamilton County,KS,0,0,0,0
Elk County,KS,0,0,0,0
Hettinger County,ND,0,0,0,0
Harmon County,OK,1,3.1,3.1,0
Sheridan County,KS,0,0,0,0
Sherman County,TX,1,2.2,2.2,0
Potter County,SD,1,3,3,0
Schleicher County,TX,0,0,0,0
Kiowa County,KS,4,3.325,4,0
Niobrara County,WY,14,2.992857142857143,3.4,0
Ziebach County,SD,0,0,0,0
Graham County,KS,31,2.6451612903225805,3.5,0
Dolores County,CO,10,2.114,3.1,0
Kidder County,ND,0,0,0,0
Sanborn County,SD,2,2.8,3.1,0
Webster County,GA,0,0,0,0
Sedgwick County,CO,0,0,0,0
Griggs County,ND,0,0,0,0
Garfield County,WA,60,1.9609999999999992,2.6,0
Eddy County,ND,0,0,0,0
Hoonah-Angoon Census Area,AK,7,1.7142857142857142,2.4,0
Miner County,SD,1,3.1,3.1,0
McPherson County,SD,0,0,0,0
Renville County,ND,0,0,0,0
Grant County,ND,0,0,0,0
Highland County,VA,3,2.3766666666666665,2.43,0
Cimarron County,OK,0,0,0,0
Robertson County,KY,17,2.2105882352941175,2.78,0
Greeley County,NE,1,3.3,3.3,0
Culberson County,TX,10500,2.0327554088434208,5.4,2
Adams County,ND,0,0,0,0
Divide County,ND,0,0,0,0
Burke County,ND,0,0,0,0
Faulk County,SD,0,0,0,0
Wichita County,KS,0,0,0,0
Towner County,ND,0,0,0,0
Wrangell City and Borough,AK,0,0,0,0
Keweenaw County,MI,0,0,0,0
Oldham County,TX,8,2.7875,3.3,0
Quitman County,GA,0,0,0,0
Haines Borough,AK,348,1.6945402298850585,4.6,0
Judith Basin County,MT,3,2.3733333333333335,3,0
Wheatland County,MT,2,1.555,1.7,0
Mellette County,SD,0,0,0,0
Denali Borough,AK,6320,1.4871360759493808,5.8,2
Stanton County,KS,0,0,0,0
Gilliam County,OR,138,2.1034057971014493,4.1,0
Clark County,KS,13,2.3092307692307696,2.8,0
Meagher County,MT,32,1.6606249999999998,3,0
Liberty County,MT,5,2.0740000000000003,2.5,0
Menard County,TX,0,0,0,0
Worth County,MO,0,0,0,0
Gosper County,NE,1,2.9,2.9,0
Sherman County,OR,493,1.703569979716025,4.2,0
Armstrong County,TX,7,2.3285714285714287,2.9,0
Deuel County,NE,0,0,0,0
Logan County,ND,0,0,0,0
Jerauld County,SD,2,3,3.5,0
Oliver County,ND,0,0,0,0
McCone County,MT,0,0,0,0
Dundy County,NE,0,0,0,0
Garfield County,NE,1,2.8,2.8,0
Powder River County,MT,2,2.95,3.1,0
Buffalo County,SD,1,3.5,3.5,0
Taliaferro County,GA,13,2.426923076923077,3.5,0
Jeff Davis County,TX,11,2.1545454545454543,2.9,0
Cheyenne County,CO,6,2.05,2.3,0
Steele County,ND,0,0,0,0
Haakon County,SD,0,0,0,0
Piute County,UT,1242,1.6161272141706897,4.56,0
Boyd County,NE,3,3.7000000000000006,4.3,0
Alpine County,CA,7223,1.6128187733628847,6,2
Comanche County,KS,50,2.5279999999999996,4,0
Golden Valley County,ND,0,0,0,0
Hodgeman County,KS,0,0,0,0
Eureka County,NV,19,2.163157894736842,3.5,0
Dickens County,TX,0,0,0,0
Garden County,NE,0,0,0,0
Throckmorton County,TX,0,0,0,0
De Baca County,NM,0,0,0,0
Daniels County,MT,1,2.8,2.8,0
Lane County,KS,0,0,0,0
Campbell County,SD,1,3.2,3.2,0
Sully County,SD,2,3.35,3.7,0
Wallace County,KS,0,0,0,0
Wheeler County,OR,8,2.025,2.9,0
Irion County,TX,6,1.95,2.8,0
Jackson County,CO,9,2.4777777777777774,3.9,0
Edwards County,TX,0,0,0,0
Sterling County,TX,322,1.805279503105592,3.3,0
Carter County,MT,1,2.6,2.6,0
Kiowa County,CO,8,2.5124999999999997,3.9,0
Rock County,NE,2,2.7,2.9,0
Sheridan County,ND,1,2.6,2.6,0
Skagway Municipality,AK,189,1.6248677248677248,4.6,0
Hyde County,SD,0,0,0,0
Cottle County,TX,0,0,0,0
Greeley County,KS,0,0,0,0
Motley County,TX,0,0,0,0
Prairie County,MT,0,0,0,0
Stonewall County,TX,1,1.3,1.3,0
Briscoe County,TX,0,0,0,0
Sioux County,NE,1,2.6,2.6,0
Camas County,ID,6,1.6783333333333335,2.6,0
Wibaux County,MT,0,0,0,0
Issaquena County,MS,0,0,0,0
Harding County,SD,0,0,0,0
Foard County,TX,0,0,0,0
Glasscock County,TX,658,1.4876899696048658,3.8,0
Jones County,SD,1,3.2,3.2,0
Lake and Peninsula Borough,AK,476,2.208130252100838,5.5,1
Esmeralda County,NV,1181,1.535977984758678,4.4,0
Billings County,ND,0,0,0,0
Keya Paha County,NE,3,2.8333333333333335,2.9,0
Hinsdale County,CO,4,1.8000000000000003,2.9,0
Garfield County,MT,0,0,0,0
Bristol Bay Borough,AK,168,2.1404761904761913,5.5,1
Hayes County,NE,1,3,3,0
Terrell County,TX,0,0,0,0
Golden Valley County,MT,2,1.8,1.8,0
Logan County,NE,27,2.992592592592592,4.1,0
Mineral County,CO,4,1.775,2.9,0
Slope County,ND,0,0,0,0
Roberts County,TX,6,3.0833333333333335,4.3,0
Wheeler County,NE,1,2.8,2.8,0
Clark County,ID,215,1.5004186046511643,3.8,0
Treasure County,MT,11,2.7818181818181817,3.3,0
Harding County,NM,0,0,0,0
Daggett County,UT,84,2.7075000000000005,3.3,0
Kent County,TX,200,2.3000000000000003,4.3,0
Borden County,TX,135,1.5777777777777775,3.4,0
Grant County,NE,1,3.6,3.6,0
San Juan County,CO,10,2.25,3.6,0
Banner County,NE,0,0,0,0
Thomas County,NE,2,3.3,3.6,0
McMullen County,TX,179,1.8642458100558659,3.4,0
Hooker County,NE,1,2.5,2.5,0
Loup County,NE,0,0,0,0
Arthur County,NE,0,0,0,0
Yakutat City and Borough,AK,5007,1.5134212103055744,4.5,0
McPherson County,NE,0,0,0,0
Petroleum County,MT,2,2.5,2.7,0
Blaine County,NE,1,3.6,3.6,0
King County,TX,0,0,0,0
Loving County,TX,734,2.0081865550326983,4,0
Kenedy County,TX,0,0,0,0
Kalawao County,HI,12,3.126666666666667,4.1,0
